"id" "text" "screenname" "isretweet" "retweeted" "created"
"155" "540280204539609088" "I just want my lipstix  @MACcosmetics @UPS http://t.co/8SdEpYe5yz" "Kerijuana" FALSE FALSE 1417647813
"156" "540279852549799937" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "NormaJeanDancer" TRUE FALSE 1417647729
"157" "540279614774734848" "Donating toys is great, but pls donate $ for shipping. @UPS drops off items and leaves w/no risk of bringing infection to already sick kids" "DragonflyCinci" FALSE FALSE 1417647672
"158" "540279519471763456" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "DillanBousquet" TRUE FALSE 1417647650
"159" "540279484247588864" "@UPS @sculpteo I'm not happy with your brokerage COD fees of 13$ for a 20$ piece of plastic. Can you explain this ?" "Dom_Tiger" FALSE FALSE 1417647641
"160" "540279310679302145" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "mammadcbc" TRUE FALSE 1417647600
"161" "540279304102227969" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "viktorttuga" TRUE FALSE 1417647598
"162" "540279032374636544" "RT @popelizbet: So @UPS can afford a system to auto-email me that they just delivered my package... But not to put identifiers on their sem…" "alexandraerin" TRUE FALSE 1417647533
"163" "540278978737876992" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "cdock11" TRUE FALSE 1417647521
"164" "540278909049536512" "So @UPS can afford a system to auto-email me that they just delivered my package... But not to put identifiers on their semis. Well." "popelizbet" FALSE FALSE 1417647504
"165" "540278818796474368" "Thanks you @ups for getting my package in one day early you the real MVP!" "lgregory117" FALSE FALSE 1417647482
"166" "540278733538865153" "@UPS You guys ROCK! #ThatsIsAll" "beachbound7" FALSE FALSE 1417647462
"167" "540278536322310144" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "novelempire" TRUE FALSE 1417647415
"168" "540278504546258944" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "tots_duh" TRUE FALSE 1417647408
"169" "540278457393872896" "“@UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/MnjSejY4EM 
https://t.co/Av1rU8Zz8T” so cute" "Mitchhh_" FALSE FALSE 1417647396
"170" "540278185456185344" "@UPS had I not been checking up on the tracking number religiously, I wouldn't even know I had a package! That driver needs to be fired." "MicrowavedRamen" FALSE FALSE 1417647331
"171" "540278039507386368" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "elizabethmm123" TRUE FALSE 1417647297
"172" "540277885144023040" "@UPS my address was CLEARLY on the package. But your driver didn't stop by my door. Didn't leave a slip. And this happened 2 days in a row!" "MicrowavedRamen" FALSE FALSE 1417647260
"173" "540277865645088768" "RT @CoralieSeright: AD: I wish my whole family could be together for Christmas. It would be great to see everyone. #WishesDelivered @UPS ht…" "gaynycdad" TRUE FALSE 1417647255
"174" "540277859190063105" "@sweatpantspapi @UPS @ASOS usps actually delivers a ton of ups packages. ups charges you whatever, then gets a volume discount from usps." "PierreMenard" FALSE FALSE 1417647254
"175" "540277711198224385" "RT @DailySignal: Did @UPS Discriminate Against Pregnant Employee? @EHSlattery writes: http://t.co/ChsHTkcgtt" "TCJ_Gregg" TRUE FALSE 1417647218
"176" "540277689211297793" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "annmshuck" TRUE FALSE 1417647213
"177" "540277661436628992" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "ImBrittini_" TRUE FALSE 1417647207
"178" "540277620395761665" "First time using @UPS and will be last. Awful website, poor customer care and failed collection. #whyisitsodifficult?" "Headangle" FALSE FALSE 1417647197
"179" "540277583342866432" "@UPS your drivers suck. I'm pretty sure they're supposed to ATTEMPT to deliver the package to my door before dumping it at the office." "MicrowavedRamen" FALSE FALSE 1417647188
"180" "540277563244175360" "RT @UPS: MX has a $507 bn import-export market. See a panel of experts discuss how businesses can leverage this opportunity: http://t.co/Gx…" "CassGavin" TRUE FALSE 1417647183
"181" "540277559649239040" "RT @1momof5: It's the time of year to reach out to others &amp; wish for something selfless &amp; meaningful. @UPS #WishesDelivered #ad http://t.co…" "cuzin_logic" TRUE FALSE 1417647182
"182" "540277559284748288" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "_OfficialMJB" TRUE FALSE 1417647182
"183" "540277482176675840" "“@KingRaymer: Where the fuck ya at @UPS ⁉️⁉️”RFT!" "steveysteve_76" FALSE FALSE 1417647164
"184" "540277450979430400" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "Younglanah_" TRUE FALSE 1417647156
"185" "540277396151103489" "Why would you ever ship something via @USPS?  They somehow manage to lose packages.  @UPS and @FedEx are much more reliable." "oss_stack" FALSE FALSE 1417647143
"186" "540277188113608705" "@UPS I hope you find my 70lb package that got lost somehow. I need it" "D_Strange09" FALSE FALSE 1417647094
"187" "540277162163863552" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "deletin6" TRUE FALSE 1417647087
"188" "540277000863494144" "So the @UPS guy left my package under the Christmas tree I have outside my house #BestThingEver #UPS" "kelleyjosephine" FALSE FALSE 1417647049
"189" "540276961050771456" "RT @1momof5: It's the time of year to reach out to others &amp; wish for something selfless &amp; meaningful. @UPS #WishesDelivered #ad http://t.co…" "JollyMom" TRUE FALSE 1417647040
"190" "540276955728592897" "Impact of @UPS #SCOTUS fight over disability accommodations for pregnant women: @labor_attorneys's Amber Elias, @LatoyiaNECN 6:32/8:32 @NECN" "NECNbiz" FALSE FALSE 1417647038
"191" "540276760089071617" "RT @GodFatherJ_: “@KingRaymer: Where the fuck ya at @UPS ⁉️⁉️” I KNOW you not busy friday " "KingRaymer" TRUE FALSE 1417646992
"192" "540276746973900800" "@UPS customer support has been horrible. Hung up on twice and basically called a liar when asking about my package status. #logisticsfail" "lostpropinfo" FALSE FALSE 1417646988
"193" "540276719035240448" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "samwow_11" TRUE FALSE 1417646982
"194" "540276702082236416" "S/O to my UPS driver for wrapping my shoes in plastic so that they aren't ruined in the rain #mademyday @UPSHelp @UPS" "ShoeBotz" FALSE FALSE 1417646978
"195" "540276665679900672" "RT @1momof5: It's the time of year to reach out to others &amp; wish for something selfless &amp; meaningful. @UPS #WishesDelivered #ad http://t.co…" "quirkyinspired" TRUE FALSE 1417646969
"196" "540276648940412928" "“@KingRaymer: Where the fuck ya at @UPS ⁉️⁉️” I KNOW you not busy friday " "GodFatherJ_" FALSE FALSE 1417646965
"197" "540276622734401536" "@UPS I have a package that seems to be stuck. It was supposed to be delivered yesterday by 8PM, but wasn’t. It still shows in transit. Help?" "larrywright" FALSE FALSE 1417646959
"198" "540276581932208128" "there is no reason for @ups to be delivering anything at 6pm or later, every time." "ez_there" FALSE FALSE 1417646949
"199" "540276373982810113" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "Happy420Stoners" TRUE FALSE 1417646900
"200" "540276273679826944" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "Emily_m20" TRUE FALSE 1417646876
"201" "540276250439589889" "@sweatpantspapi @UPS @ASOS I wish an ASOS would" "posivibes" FALSE FALSE 1417646870
"202" "540276149650489344" "Thanks for taking care of my fragile mail, @UPS. http://t.co/NfmMLTn3PV" "Kaynimill" FALSE FALSE 1417646846
"203" "540275832846311425" "@KingRaymer @UPS oh smh they laccing" "AddissonDaGr8" FALSE FALSE 1417646771
"204" "540275797547048961" "RT @CoralieSeright: AD: I wish my whole family could be together for Christmas. It would be great to see everyone. #WishesDelivered @UPS ht…" "greenmissionmom" TRUE FALSE 1417646762
"205" "540275774956503040" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "becca150041" TRUE FALSE 1417646757
"206" "540275725883150336" "RT @Br0nxBombers: Waiting For @UPS Like http://t.co/mAUUXeusAf" "SuperBrianKlein" TRUE FALSE 1417646745
"207" "540275603765997568" "Hey @UPS driver. SLOW THE FUCK DOWN. Why you feel it's necessary to drive 60 down a dead end one lane road is beyond me." "IwasLikeemilioo" FALSE FALSE 1417646716
"208" "540275585214586880" "Did @UPS Discriminate Against A #Pregnant Worker By Letting Her Go? http://t.co/PU3sozYaox
#SCOTUS has the lawsuit http://t.co/axSSXmNOY2" "CBAStepUp" FALSE FALSE 1417646712
"209" "540275572388032514" "@AddissonDaGr8 @UPS lol na my moms been in the crib all dayb" "KingRaymer" FALSE FALSE 1417646708
"210" "540275557103964160" "Did y'all hear about how @UPS forced a pregnant employee to cover her belly in a cardboard box during her shifts?" "beefstalin" FALSE FALSE 1417646705
"211" "540275514804424704" "RT @AddissonDaGr8: \"@KingRaymer: Where the fuck ya at @UPS ⁉️⁉️\"lmfaooo you probably missed them Niggas dawgs" "KingRaymer" TRUE FALSE 1417646695
"212" "540275478616358912" "Can someone explain this to me? I don't live in Watertown. I want answers. @UPS @ASOS http://t.co/YbDya5zdI9" "sweatpantspapi" FALSE FALSE 1417646686
"213" "540275422983098369" "\"@KingRaymer: Where the fuck ya at @UPS ⁉️⁉️\"lmfaooo you probably missed them Niggas dawgs" "AddissonDaGr8" FALSE FALSE 1417646673
"214" "540275422312005632" "Wasted whole day, waiting for @UPS to deliver my item... Never gonna use its service again.. " "BeingShuvham" FALSE FALSE 1417646673
"215" "540275289767825408" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "QueenBeezy14" TRUE FALSE 1417646641
"216" "540275273523290112" "Waiting For @UPS Like http://t.co/mAUUXeusAf" "Br0nxBombers" FALSE FALSE 1417646637
"217" "540275118266519552" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "_jsgastelum" TRUE FALSE 1417646600
"218" "540274965413498880" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "Kierra_Little33" TRUE FALSE 1417646564
"219" "540274961009496065" "Where the fuck ya at @UPS ⁉️⁉️" "KingRaymer" FALSE FALSE 1417646563
"220" "540274912968310784" "almost 6 and my stuff STILL isn't here @UPS we're fighting" "mandytbh" FALSE FALSE 1417646551
"221" "540274696147984384" "Pissed off with @UPS for not delivering by item on time.Been waiting for it d whole day.It was suppose to come by 7 pm and it still hasn't." "BeingShuvham" FALSE FALSE 1417646500
"222" "540274273173372928" "Y u delay my package @UPS" "AngelaThomey" FALSE FALSE 1417646399
"223" "540274254156398593" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "joshuapettyy" TRUE FALSE 1417646394
"224" "540274168609398784" "Cannot imagine how @UPS will survive this holiday season when they can't get it right on December 3.  Your incompetence is astounding!" "Dorothy_NYC" FALSE FALSE 1417646374
"225" "540274087285624833" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "maddiewig" TRUE FALSE 1417646354
"226" "540274066490286080" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "ets90" TRUE FALSE 1417646349
"227" "540273875427536897" "RT @UPS: MX has a $507 bn import-export market. See a panel of experts discuss how businesses can leverage this opportunity: http://t.co/Gx…" "TheePooch" TRUE FALSE 1417646304
"228" "540273843290767361" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "taylorattallah" TRUE FALSE 1417646296
"229" "540273640466415619" "Cute @UPS girls really do exist." "sugarbabyivan" FALSE FALSE 1417646248
"230" "540273386371289088" "\"The street number is incorrect. This may delay delivery.\" Seriously @UPS, we confirmed it two days ago. Should Read \"We're late... again.\"" "twittem" FALSE FALSE 1417646187
"231" "540273269489012737" "Where's my package @UPS" "mikerosamilia" FALSE FALSE 1417646159
"232" "540273091981881344" "@UPS 48hours late and the count continue, once again amazing service from you" "Talbeaut" FALSE FALSE 1417646117
"233" "540272947253248001" "@beerbabe @UPS Nice! I worked for @FedEx four years and they still haven't been able to deliver my final paycheck from last July." "samesince83" FALSE FALSE 1417646083
"234" "540272877543493633" "RT @AnicaPadilla: ADORABLE VIDEO!
4-year-old Colorado Springs boy with tiny @UPS truck really delivers! http://t.co/WzihS56EnT http://t.co/…" "EoinYankeeeoin" TRUE FALSE 1417646066
"235" "540272610555486208" "According to @UPS tracking, my Xbox One has been in Maumee, OH for over two days now, if those guys are playing my video games without me..." "that_cray" FALSE FALSE 1417646002
"236" "540272480451977218" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "jalentheGOAT" TRUE FALSE 1417645971
"237" "540272414521700352" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "LiftingDonuts" TRUE FALSE 1417645956
"238" "540272316698329089" "RT @UPS: This just in. We are the Official Logistics and Sustainability Provider of the @U2 iNNOCENCE + eXPERIENCE Tour 2015: http://t.co/S…" "Dandill94" TRUE FALSE 1417645932
"239" "540272215527145473" "@UPS UPS store Briarcliff Manor, NY rip off. $2580 to ship 21boxes, shady packing method, won't reimburse me. USP Costumer Service horrible!" "ManoochAzizi" FALSE FALSE 1417645908
"240" "540272180366282752" "RT @CoralieSeright: AD: I wish my whole family could be together for Christmas. It would be great to see everyone. #WishesDelivered @UPS ht…" "mail4rosey" TRUE FALSE 1417645900
"241" "540272144283090944" "2 packages in a week that @UPS / @UPSHelp can't deliver to my apartment due to it not existing." "zackjewell" FALSE FALSE 1417645891
"242" "540272120173850625" "@ups I WILL NOT REGISTER TO TRACK MY PACKAGE. I do not want your spam, I just want to know where my package is. Next time I’ll use Fedex." "xathras2000" FALSE FALSE 1417645885
"243" "540272037609365505" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "JustissMariee" TRUE FALSE 1417645866
"244" "540272021439918081" "Did @UPS Discriminate Against Pregnant Employee? @EHSlattery writes: http://t.co/ChsHTkcgtt" "DailySignal" FALSE FALSE 1417645862
"245" "540271999525085184" "RT @ButDeajahSaid: “@UPS: Carson, 4, wants to be like his UPS driver.http://t.co/xagpMY8wuu #WishesDelivered
https://t.co/yEkJIuDXsc” so cu…" "BiancaMugnaini" TRUE FALSE 1417645857
"246" "540271903793893378" "RT @1momof5: It's the time of year to reach out to others &amp; wish for something selfless &amp; meaningful. @UPS #WishesDelivered #ad http://t.co…" "LauraOinAK" TRUE FALSE 1417645834
"247" "540271861162975233" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "DuhTrevor" TRUE FALSE 1417645824
"248" "540271834084937728" "RT @1momof5: It's the time of year to reach out to others &amp; wish for something selfless &amp; meaningful. @UPS #WishesDelivered #ad http://t.co…" "Blessed_Element" TRUE FALSE 1417645817
"249" "540271700978704384" "@UPS @UPSHelp 3 ignored phones calls 2 ignored emails; still no info on how to receive my present from my sister in Aust #badcustomerservice" "becky182O" FALSE FALSE 1417645785
"250" "540271632661880832" "Hey @UPS, thank you for making it so easy to re-direct a package. I just moved and am happy that I'll be getting my package :) Cheers!" "beerbabe" FALSE FALSE 1417645769
"251" "540271474095833088" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "Asssiiaaaa" TRUE FALSE 1417645731
"252" "540271264993009664" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "nakedgypsyxo" TRUE FALSE 1417645681
"253" "540271263088795648" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "curtisssmithhh" TRUE FALSE 1417645681
"254" "540271232147406848" "RT @AnicaPadilla: ADORABLE VIDEO!
4-year-old Colorado Springs boy with tiny @UPS truck really delivers! http://t.co/WzihS56EnT http://t.co/…" "leraejw" TRUE FALSE 1417645674
"255" "540271225121939457" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "KirstenSlovak" TRUE FALSE 1417645672
"256" "540271206294093824" "Why would you leave a package at the end of the driveway not even two feet from the road? @UPS @UPSHelp @UPS_News #horribleservice" "JillianMarisaa" FALSE FALSE 1417645667
"257" "540271167538737152" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "courtcourttt279" TRUE FALSE 1417645658
"258" "540271164984401921" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "D_r_a_k_e_e" TRUE FALSE 1417645658
"259" "540271155534630912" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "mark_loomis10" TRUE FALSE 1417645655
"260" "540271112379437056" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "kporter_" TRUE FALSE 1417645645
"261" "540271017676255233" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "humege" TRUE FALSE 1417645623
"262" "540270955637903360" "RT @JZupsic: @UPS is delivering holiday wishes and warm fuzzy feelings. Could this be cuter? (and what a great campaign!) http://t.co/E6Gu6…" "IsaacBlancas" TRUE FALSE 1417645608
"263" "540270917956685824" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "Bizzy_B_" TRUE FALSE 1417645599
"264" "540270885031407616" "RT @UPS: This just in. We are the Official Logistics and Sustainability Provider of the @U2 iNNOCENCE + eXPERIENCE Tour 2015: http://t.co/S…" "paulfaircloth2" TRUE FALSE 1417645591
"265" "540270781000089600" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "longlivecris" TRUE FALSE 1417645566
"266" "540270580520734720" "#PeggyYoung, Former @UPS driver, at center of #pregnancy #discrimination case before #SupremeCourt | http://t.co/b3CQB7Zw4G #EEO" "HCD_Cornell" FALSE FALSE 1417645518
"267" "540270480209756160" "RT @BW: In 2006, @UPS put this woman on unpaid leave for pregnancy. Today SCOTUS will hear her case: http://t.co/Egm71nNDXy http://t.co/rDA…" "maggie_valliant" TRUE FALSE 1417645494
"268" "540270475260096512" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "pimpceee" TRUE FALSE 1417645493
"269" "540270435238436865" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "CalystaHelen" TRUE FALSE 1417645484
"270" "540270400316637184" "RT @UPS: MX has a $507 bn import-export market. See a panel of experts discuss how businesses can leverage this opportunity: http://t.co/Gx…" "businesstoken" TRUE FALSE 1417645475
"271" "540270186159693824" "@UPS I am cursed with parcel problems #notokay #notgoingtomakeit, sending a parcel to Florida when the address is Louisiana!#bigmistake" "avukowolf" FALSE FALSE 1417645424
"272" "540270178425004032" "RT @AnicaPadilla: ADORABLE VIDEO!
4-year-old Colorado Springs boy with tiny @UPS truck really delivers! http://t.co/WzihS56EnT http://t.co/…" "LaCasitaCO" TRUE FALSE 1417645422
"273" "540270029715951616" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "rebekah_moreaux" TRUE FALSE 1417645387
"274" "540269955628171264" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "Kaitalicious" TRUE FALSE 1417645369
"275" "540269907502301184" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "rickezy" TRUE FALSE 1417645358
"276" "540269847188619264" "RT @travisdolynny: On top of the ongoing hassle, @UPS is also apparently illiterate. http://t.co/WuG96ZgAnu" "reggedyann" TRUE FALSE 1417645343
"277" "540269803509153792" "RT @travisdolynny: The location of the #ldnont @UPS Customer Centre is as inconvenient as their residential delivery times. #frustrating" "reggedyann" TRUE FALSE 1417645333
"278" "540269743035666432" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "JoyusMiller" TRUE FALSE 1417645319
"279" "540269655869636608" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "wiggins052675" TRUE FALSE 1417645298
"280" "540269438940221440" "On top of the ongoing hassle, @UPS is also apparently illiterate. http://t.co/WuG96ZgAnu" "travisdolynny" FALSE FALSE 1417645246
"281" "540269312595206144" "RT @CBAStepUp: #StandWithPeggy and stop pregnant workers from losing their jobs: http://t.co/jvUwDksR26 via @AFSCME #1u
@UPS did wrong by h…" "simulator8" TRUE FALSE 1417645216
"282" "540269293779554305" "@BrettHeizer @UPS @HoosFootball @CommonwlthCup haha i shipped tickets n they lost em. Delivered them after the game and wont reimburse." "jyeags86" FALSE FALSE 1417645212
"283" "540268944670871552" "RT @ButDeajahSaid: “@UPS: Carson, 4, wants to be like his UPS driver.http://t.co/xagpMY8wuu #WishesDelivered
https://t.co/yEkJIuDXsc” so cu…" "MartyMcSkins" TRUE FALSE 1417645128
"284" "540268939969036289" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "ndn_jess" TRUE FALSE 1417645127
"285" "540268930166947840" "@jyeags86 why do u hate @UPS?Is it bc they failed to deliver ur childhood fav @HoosFootball a win in the @CommonwlthCup for the 11th str8 yr" "BrettHeizer" FALSE FALSE 1417645125
"286" "540268805193478144" "RT @1momof5: It's the time of year to reach out to others &amp; wish for something selfless &amp; meaningful. @UPS #WishesDelivered #ad http://t.co…" "melaniemiddle1" TRUE FALSE 1417645095
"287" "540268568970280961" "I cannot stress enough about how much better @ups is then @FedEx or anybody" "WillseyAh" FALSE FALSE 1417645039
"288" "540268463013392384" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "2Choppa_Rasta22" TRUE FALSE 1417645013
"289" "540268363696443394" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "MadisonHoyal" TRUE FALSE 1417644990
"290" "540268238857195520" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "stacy18waffles" TRUE FALSE 1417644960
"291" "540268120154591233" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "MahalaAllred" TRUE FALSE 1417644932
"292" "540268063267229696" "@UPS http://t.co/RYP3aCM0f8 #Christmas gift ideas? Limited edition gold foil #letterpress #maps and #monuments. Spread the word!" "zingable" FALSE FALSE 1417644918
"293" "540268004932866048" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "Ali_Alghamdii" TRUE FALSE 1417644904
"294" "540267912368762880" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "Little_BrownUWP" TRUE FALSE 1417644882
"295" "540267891577597952" "@UPS THANKS A LOT UPS I CRIED" "Little_BrownUWP" FALSE FALSE 1417644877
"296" "540267617064189952" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "Sam_Torrres" TRUE FALSE 1417644812
"297" "540267468716257280" "#UPSMyChoice This is a holiday MUST have!!! Use code BBGN2LEJ6 to sign up https://t.co/ZStz3KjIKp @UPS @UPSCompass  http://t.co/CPKpm3lWOX" "MichaelBuis" FALSE FALSE 1417644776
"298" "540267333621522432" "In light of the lawsuit against @ups, I'm curious what @fedex's policy is." "Dec_Philistines" FALSE FALSE 1417644744
"299" "540267329200726016" "@UPS @USPS @WWLTV and the *wonderful* staff at @USPS could not locate my package. Thanks for losing my husband Christmas gift. #terrible" "datgirlnola1" FALSE FALSE 1417644743
"300" "540267208304504832" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "SyKzHD" TRUE FALSE 1417644714
"301" "540267170580545536" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "Basic_Luis" TRUE FALSE 1417644705
"302" "540267159709294593" "RT @UPS: Carson, 4, wants to be like his UPS driver, Ernie. So we gave him his wish. http://t.co/LjnVxMfTGC #WishesDelivered
https://t.co/0…" "djkstrikez" TRUE FALSE 1417644703
